time,metastable_switch
162.0,-0.5291539586057461
163.0,-0.7553347721269184
164.0,-1.0466744776869665
165.0,-0.7033753641004251
166.0,-1.3073220491738797
167.0,-0.9869681422770411
168.0,-1.1094859532159882
169.0,-1.3671881635310323
170.0,-1.3511706147559246
171.0,-0.9236548763248751
172.0,-1.2038880870249917
173.0,-0.8183606904380606
174.0,-0.9496650924319798
175.0,-0.7300933599080637
176.0,-1.1398368609161755
177.0,-1.147541310882424
178.0,-0.9160811995738486
179.0,-0.9314241802127518
180.0,-1.072462821870952
181.0,-1.2890465161383091
182.0,-0.9415737123493152
183.0,-0.9371478551670507
184.0,-0.9211323993703789
185.0,-0.674470127674843
186.0,-1.1555220469047796
187.0,-0.8142681485566364
188.0,-1.3644133888610148
189.0,-0.5348164000170652
190.0,-1.2263318004526884
191.0,-0.8917730652953675
192.0,-1.0214683531689341
193.0,-0.8376154066051158
194.0,-1.132556441849349
195.0,-1.1381586458089872
196.0,-1.3309921310974886
197.0,-1.1391380683010182
198.0,-0.8075370330418996
199.0,-0.8636466566578866
200.0,-1.2610108675685971
201.0,-0.7260253546044734
202.0,-1.259709865285145
203.0,-0.9091990697487886
204.0,-0.5445146806519132
205.0,-1.1076570283065852
206.0,-1.2469035050306463
207.0,-0.9227768589935235
208.0,-1.0512140971361603
209.0,-0.7462169970091761
210.0,-0.6949057535717988
211.0,-1.3221766129669095
212.0,-0.8942355777055012
213.0,-0.7450526465629308
214.0,-0.8196524731432624
215.0,-1.6163882631193673
216.0,-0.8691548084739504
217.0,-1.0714426467543399
218.0,-1.1468911618988347
219.0,-1.0508585813687148
220.0,-1.4068597994178689
221.0,-1.2545509759154923
222.0,-1.2251071245321965
223.0,-1.0742648275984186
224.0,-1.0641742055287904
225.0,-0.765237537783847
226.0,-0.8409728442905652
227.0,-1.1262296205488718
228.0,-0.6713191465759198
229.0,-0.8405872118001033
230.0,-1.2345416477947926
231.0,-0.736782970682903
232.0,-1.2901496642498858
233.0,-0.8011200943608571
234.0,-0.6363572291490593
235.0,-1.102625814636771
236.0,-1.2166995821703157
237.0,-0.8281477489761117
238.0,-0.36240926707622023
239.0,-0.8031831459567504
240.0,-0.7001387790800913
241.0,-1.0833681777053061
242.0,-0.8460649766533967
243.0,-0.9740066351154838
244.0,-0.9340473329286823
245.0,-0.635481168562473
246.0,-1.1877891078503238
247.0,-1.077806980272065
248.0,-1.1524116132442028
249.0,-0.9769025572460371
250.0,-0.9214208464034807
251.0,-1.067269464958664
252.0,-1.0555824008799977
253.0,-1.1165603831121107
254.0,-0.632827899476731
255.0,-0.9624529171642757
256.0,-0.6145024350500085
257.0,-0.9060766038692887
258.0,-0.8306881177945047
259.0,-1.0186382105389522
260.0,-0.9815303221829367
261.0,-1.102616302190293
262.0,-0.8810285456020283
263.0,-0.9279080602583991
264.0,-0.9633620362846115
265.0,-1.2436041397915392
266.0,-0.8001587546072085
267.0,-1.1705919701059002
268.0,-0.8758988817222105
269.0,-1.3762414462721793
270.0,-0.8847423704431915
271.0,-0.5900175956469472
272.0,-0.9059555679649985
273.0,-0.9094522817838087
274.0,-1.233084167779291
275.0,-0.981523732654525
276.0,-1.3493370647789837
277.0,-0.7524592503363409
278.0,-0.6610206914413972
279.0,-1.0508339184504376
280.0,-0.8797044662367511
281.0,-0.7031891030777331
282.0,-0.3101444744081804
283.0,-1.3628953523499598
284.0,-0.7949342619479558
285.0,-1.2416949943321596
286.0,-0.7028245696538378
287.0,-0.8438866649176779
288.0,-0.6619720993668757
289.0,-0.6022702216037039
290.0,-0.901910796834134
291.0,-0.8733069883116298
292.0,-0.9923581091298517
293.0,-0.8187178741266512
294.0,-1.0430858669048428
295.0,-1.244704406139316
296.0,-1.6449889897283483
297.0,-0.9226523044454942
298.0,-0.9847453024261078
299.0,-1.2351220530354396
300.0,-1.0960024377918811
301.0,-1.2056268539741422
302.0,-0.9323576379155597
303.0,-1.3063298424321952
304.0,-0.9111370216047799
305.0,-0.9883596064111113
306.0,-1.1477975207097784
307.0,-0.8477511274072668
308.0,-1.315834964016375
309.0,-0.9934187473721847
310.0,-1.1777486735897589
311.0,-1.026671453898474
312.0,-1.0381781752159613
313.0,-1.5997355850456936
314.0,-1.0881416262867876
315.0,-1.2121229918050482
316.0,-1.1361631761163093
317.0,-0.9510412642600996
318.0,-0.7125392451319661
319.0,-1.2694847141514272
320.0,-1.153159368240143
321.0,-0.9594839004909999
322.0,-0.8773640990941389
323.0,-1.1996256667096736
324.0,-0.8550959558091781
325.0,-0.9467759535019581
326.0,-0.5489964857355368
327.0,-0.8697900097851341
328.0,-1.286984184105479
329.0,-0.37737412796749226
330.0,-1.3431139645887666
331.0,-1.0266167484160764
332.0,-0.940665737615527
333.0,-0.9750702083289979
334.0,-0.7523932000548221
335.0,-0.5492623803498942
336.0,-0.5183319719235938
337.0,-1.6583912034256703
338.0,-1.0196136275975667
339.0,-0.905550500085714
340.0,-0.7582341169022333
341.0,-1.0605942437250004
342.0,-0.7934672379652068
343.0,-1.086904129003705
344.0,-1.0701651667308667
345.0,-0.7989966552443271
346.0,-0.9430125318756871
347.0,-0.8874022002534397
348.0,-1.2736815706718414
349.0,-1.1371656103072434
350.0,-0.9355508986458612
351.0,-0.712750670598986
352.0,-0.976053999552606
353.0,-1.10602515453657
354.0,-0.8532175448641791
355.0,-1.3151882499231657
356.0,-0.8208813453134542
357.0,-0.9752195671496151
358.0,-1.2269264823404027
359.0,-1.2297232800666886
360.0,-1.169235683381046
361.0,-0.5911994255501913
362.0,-0.9639168987210988
363.0,-1.1260837803443928
364.0,-0.9177477565245783
365.0,-1.213905743976051
366.0,-1.0463985090594567
367.0,-0.7530846311296806
368.0,-0.6018674934810004
369.0,-0.9050358763596229
370.0,-1.422785613319421
371.0,-0.9822810352808005
372.0,-1.2416470245676057
373.0,-0.914640825161771
374.0,-1.192027342548574
375.0,-1.037210977583992
376.0,-1.1179556517513458
377.0,-1.364145364787174
378.0,-0.8601659965057424
379.0,-0.6397305138762011
380.0,-0.9551273939826272
381.0,-0.6506131423236902
382.0,-1.0302478065748586
383.0,-0.47029084927982556
384.0,-1.1763673809923294
385.0,-1.4642450477903601
386.0,-0.8887802038563456
387.0,-1.2370794732544272
388.0,-1.380208959847448
389.0,-1.0684295260172942
390.0,-1.1195327052226929
391.0,-1.0214891867814504
392.0,-1.0055922543085956
393.0,-0.889430398707665
394.0,-1.1621935759894866
395.0,-1.0187486061034945
396.0,-1.2393562555933602
397.0,-0.8888205484122074
398.0,-1.2388772222353113
399.0,-1.2952168039228427
400.0,-1.473505172953554
401.0,-0.8939800000546589
402.0,-0.6234592731570192
403.0,-1.208781739531079
404.0,-0.9806457654007098
405.0,-0.923867756762114
406.0,-0.6456023382596128
407.0,-1.178848991991525
408.0,-1.3067896507308747
409.0,-1.012436565691285
410.0,-1.0344348049586714
411.0,-0.9649582747609039
412.0,-1.4065470030022655
413.0,-1.3131696894971137
414.0,-0.9018138602388945
415.0,-1.4273119708951598
416.0,-0.9578804217155499
417.0,-1.161406571429747
418.0,-0.8247307324980537
419.0,-0.667999755073453
420.0,-0.9637979160810813
421.0,-1.2532381970735496
422.0,-0.7730871755958533
423.0,-1.4314109996614204
424.0,-0.9785014863110245
425.0,-0.9458271080129417
426.0,-1.3215924535852697
427.0,-1.2042954473952177
428.0,-1.0411012998085323
429.0,-1.0550661079860362
430.0,-1.138851222536605
431.0,-0.6918654468133344
432.0,-0.8253151854199646
433.0,-1.1293228212139719
434.0,-0.8662813221383225
435.0,-0.8180281209184515
436.0,-1.281672019511313
437.0,-0.6385464592571997
438.0,-0.9446352892302213
439.0,-0.8904553329007883
440.0,-1.2788142365913786
441.0,-1.0178756596291065
442.0,-1.2476560821739384
443.0,-0.6924091375093984
444.0,-1.626015635578588
445.0,-1.1302796529647634
446.0,-0.9970995456862287
447.0,-0.820740925886853
448.0,-1.1046527981521694
449.0,-0.9661748518622912
450.0,-0.5203131837931592
451.0,-0.8210253781740312
452.0,-1.1468171056256562
453.0,-1.026259974610577
454.0,-1.0803388305124435
455.0,-1.2430236135122228
456.0,-0.9296069861335537
457.0,-1.058800458574135
458.0,-1.1081767815044605
459.0,-1.2226107758910418
460.0,-1.08011977977826
461.0,-0.9557018970291663
462.0,-1.2988111185294193
463.0,-1.1558918812535206
464.0,-1.3237975430802815
465.0,-1.2467380526210792
466.0,-0.9669435004973281
467.0,-0.6397439990503513
468.0,-1.1237911352295828
469.0,-0.9710650761835764
470.0,-0.21586511582338797
471.0,-1.149892315536742
472.0,-1.25212079641971
473.0,-1.3665025473440444
474.0,-1.2316634123483472
475.0,-0.8036680312983452
476.0,-0.6946512308364218
477.0,-0.6574189060207087
478.0,-0.8919626265507336
479.0,-0.988929997817495
480.0,-1.2484396137678861
481.0,-1.2750558902019091
482.0,-1.120161502092727
483.0,-0.899861095319606
484.0,-1.2826996833292226
485.0,-0.9298443833688247
486.0,-1.1060858797467246
487.0,-0.8381086785255953
488.0,-0.8296111691804549
489.0,-1.0590532324881525
490.0,-0.6996935600139162
491.0,-1.04128521818912
492.0,-1.0438457300974497
493.0,-1.340893339287689
494.0,-0.351231618519281
495.0,-1.332041874227566
496.0,-1.419399749127539
497.0,-1.4410934989051425
498.0,-1.2694609385217293
499.0,-1.0375644706968792
500.0,-0.9814709981210842
501.0,-1.4302798060317816
502.0,-0.8692948951855515
503.0,-1.1625190037055966
504.0,-0.8501792159606416
505.0,-0.9643862999979441
506.0,-0.8582257231840978
507.0,-0.8791429153834146
508.0,-0.794319595380631
509.0,-0.7358028822972171
510.0,-1.2257918990681058
511.0,-1.3525649107550646
512.0,-1.0301576562603465
513.0,-0.9414521653731116
514.0,-1.195254990265818
515.0,-0.5875619486682749
516.0,-0.6428271447635796
517.0,-1.0827043899334663
518.0,-1.1469143453119035
519.0,-0.8717299059697389
520.0,-1.0234327381897872
521.0,-1.1029919673674553
522.0,-0.4074640588351601
523.0,-1.05975743187116
524.0,-1.1031495026586786
525.0,-0.7634968260800552
526.0,-0.7753373915253843
527.0,-1.2877865781288205
528.0,-0.8049697724159919
529.0,-1.4066354883749856
530.0,-0.8846614295004179
531.0,-0.979585268972585
532.0,-0.701937655465007
533.0,-0.911121945470958
534.0,-0.6992776605863056
535.0,-1.0890959889515492
536.0,-0.49523599872536184
537.0,-0.8649384838417816
538.0,-1.131877882763845
539.0,-0.94788298941121
540.0,-0.646016445846488
541.0,-1.1856843430034827
542.0,-0.9587017332192788
543.0,-0.699287582599271
544.0,-1.0880498934071376
545.0,-1.025297469103252
546.0,-0.6140280759917118
547.0,-1.1470333904978283
548.0,-0.790213619045684
549.0,-1.6250424655837175
550.0,-1.0862477636471513
551.0,-0.8636333677997106
552.0,-0.8201241679815314
553.0,-0.7305786833200352
554.0,-0.7471371522845716
555.0,-1.4303715521839024
556.0,-1.2164153564727909
557.0,-1.0508719265702178
558.0,-1.2871328223304055
559.0,-0.7961163469529386
560.0,-1.1811628669725447
561.0,-0.686444298852311
562.0,-1.470012485866595
563.0,-0.6389325903742036
564.0,-0.8696616687138558
565.0,-1.268729067216946
566.0,-0.7241963765831516
567.0,-1.0670791295464714
568.0,-0.7051199659428071
569.0,-0.9854971289884149
570.0,-0.8165267053191266
571.0,-1.4104667491593137
572.0,-1.0695630569784607
573.0,-1.2392714427644218
574.0,-0.7820468469364497
575.0,-0.7942918344006008
576.0,-1.0803628585516367
577.0,-1.293577335282654
578.0,-1.196044045520206
579.0,-1.1412898829920102
580.0,-0.785930685651696
581.0,-1.338552637600332
582.0,-1.271715884756814
583.0,-0.9865309445376119
584.0,-0.6856775544361124
585.0,-1.5302191347606948
586.0,-0.6189990020044495
587.0,-1.1483952821577257
588.0,-0.8063679693121621
589.0,-1.3008911416623066
590.0,-1.0205950423399825
591.0,-1.0107514440439145
592.0,-1.2819764472819828
593.0,-0.8270070121581294
594.0,-0.8956396126667857
595.0,-1.3483776724830836
596.0,-0.43898677933246233
597.0,-1.0804506711177253
598.0,-0.9329630714179262
599.0,-1.4196091737208347
600.0,-0.7696329574513372
601.0,-0.9945063360845575
602.0,-1.0035980556947155
603.0,-1.345156083321381
604.0,-1.4362423152794372
605.0,-1.1912393016508216
606.0,-0.5606977773969095
607.0,-1.4496429933852706
608.0,-1.1888380648785077
609.0,-1.1814268076915047
610.0,-0.8929678153472347
611.0,-0.8911569083014546
612.0,-1.0635687717105904
613.0,-1.02757950811407
614.0,-1.4065125357605517
615.0,-0.9759524225258316
616.0,-0.9492856900892892
617.0,-0.9671184780925257
618.0,-1.1385559856295047
619.0,-1.6596567089065846
620.0,-1.045982864742481
621.0,-1.0988714407883315
622.0,-1.1189799087886512
623.0,-0.8449812769873359
624.0,-0.9920117293676368
625.0,-0.9972095555933749
626.0,-1.0668239861253719
627.0,-1.182791931982454
628.0,-0.8815698523806377
629.0,-0.8607079392481717
630.0,-0.9797872825651043
631.0,-1.554049161532125
632.0,-0.9486475022960017
633.0,-1.0587854470034495
634.0,-1.052076905374897
635.0,-1.4653807524638673
636.0,-1.1222315206929108
637.0,-0.650951826329417
638.0,-0.9868860098374177
639.0,-1.1506718794591344
640.0,-0.3694755502277828
641.0,-1.3588205026059135
642.0,-0.7952507287834515
643.0,-0.7041610459488297
644.0,-1.1557779571979232
645.0,-1.2054202702609194
646.0,-0.953759267704098
647.0,-0.8210608914398743
648.0,-1.0688192536101147
649.0,-0.995749443620763
650.0,-0.6697339462704854
651.0,-1.0351805986511016
652.0,-1.1092052604287355
653.0,-1.0231760384983977
654.0,-0.8596558066133311
655.0,-1.1000929036199636
656.0,-1.0377546074946142
657.0,-0.6412268647494757
658.0,-1.320689999427042
659.0,-0.7268445281661048
660.0,-1.1572836270727966
661.0,-1.0902808272000324
662.0,-1.4552106573153618
663.0,-0.8464687239441784
664.0,-0.6800247135075366
665.0,-1.2312329058877856
666.0,-1.026716172559176
667.0,-0.7899563401785624
668.0,-0.7445397441047981
669.0,-0.7290920707481912
670.0,-1.1323036049547335
671.0,-1.1186539438688297
672.0,-0.5068334531832539
673.0,-0.9889795132346154
674.0,-0.979378356964046
675.0,-1.451324361570174
676.0,-0.6556860006920149
677.0,-1.0405035233462152
678.0,-1.2358054965414305
679.0,-0.720650364442661
680.0,-1.0825550565174211
681.0,-1.0041197877880306
682.0,-0.7608064910114727
683.0,-0.8351845348259175
684.0,-0.8189105514040176
685.0,-0.8922746368539867
686.0,-0.7296097709167612
687.0,-0.6526322238627724
688.0,-1.0961641955748296
689.0,-0.8761085839631595
690.0,-1.1284110575665758
691.0,-0.9825012973799062
692.0,-1.1244215710766259
693.0,-1.2804909887422737
694.0,-1.1575135927963198
695.0,-1.0167283119850443
696.0,-0.9766223247863379
697.0,-1.1298866281928697
698.0,-1.0761690431353408
699.0,-0.842243138395121
700.0,-0.6985894833154205
701.0,-0.9513058188859224
702.0,-1.3774645393257348
703.0,-1.0636956111546196
704.0,-0.8955786071905706
705.0,-0.828467161715777
706.0,-1.7326127320131235
707.0,-0.867567576779559
708.0,-0.8283342315627558
709.0,-0.6626384156810936
710.0,-1.2949474779613406
711.0,-0.858244082653338
712.0,-1.0649543211580088
713.0,-0.938297231855925
714.0,-0.6821518684732322
715.0,-0.8283970280222394
716.0,-0.8284933632169961
717.0,-0.6813677375982672
718.0,-1.420986878143557
719.0,-0.8868777035534702
720.0,-1.1710407046852795
721.0,-1.5156589854135374
722.0,-0.8454687495256454
723.0,-1.2451955735301687
724.0,-0.9548655113659185
725.0,-1.2544084824460886
726.0,-1.0325391602380907
727.0,-1.2755598770991035
728.0,-1.0351502340838636
729.0,-1.2671166203250923
730.0,-0.8935868045618902
731.0,-1.2450576410259777
732.0,-1.4950900007807073
733.0,-1.0622627160154632
734.0,-1.2197658011855887
735.0,-1.043764630618172
736.0,-0.45622987213152777
737.0,-0.7835491976359442
738.0,-0.9873624586711045
739.0,-0.9849416985513507
740.0,-1.0306995768135134
741.0,-0.7078357153770971
742.0,-1.5434480230429468
743.0,-0.6522758516272618
744.0,-1.3179322641335487
745.0,-1.1573027644451774
746.0,-1.3827477316045371
747.0,-1.4717189092049894
748.0,-1.0708765450329405
749.0,-0.9873743602334601
750.0,-1.1386932160766068
751.0,-1.3173698781882432
752.0,-1.0539163440590065
753.0,-1.0911264955444957
754.0,-0.7909693168533057
755.0,-0.954247717439556
756.0,-1.1658033808863364
757.0,-0.8975150960951427
758.0,-1.340758890422519
759.0,-0.8954306183121185
760.0,-0.6183839229382135
761.0,-1.087962595954552
762.0,-1.0845749428906648
763.0,-0.34971157944284414
764.0,-1.2963698221725461
765.0,-1.1265495609053908
766.0,-0.9877940373410892
767.0,-0.9594992478919415
768.0,-0.9479994905141431
769.0,-1.0960365313421239
770.0,-0.9666029899196498
771.0,-0.800635194478543
772.0,-1.000827618092025
773.0,-0.964699352846199
774.0,-1.4520584855980405
775.0,-0.9451513876618853
776.0,-1.2143277939767987
777.0,-1.098646143573623
778.0,-0.7206578521886629
779.0,-1.5897972429362923
780.0,-1.282583955330922
781.0,-0.9181630545119439
782.0,-0.8459872020238848
783.0,-1.2660084383723647
784.0,-0.9544445935311584
785.0,-0.8349607328447246
786.0,-1.0003640496233945
787.0,-0.8526677506529934
788.0,-0.9052292393737191
789.0,-1.6736435205857823
790.0,-0.8030577067611218
791.0,-1.3003651082743795
792.0,-1.1387001856066536
793.0,-1.0799630114100711
794.0,-1.1200416496369452
795.0,-1.1782946739400575
796.0,-0.9607543845761422
797.0,-1.1659894682152645
798.0,-1.4611982986305831
799.0,-1.1679530902089403
800.0,-1.1035449388492031
801.0,-1.5437896891398273
802.0,-0.7297378619221553
803.0,-1.0575696963661219
804.0,-0.9874561977339325
805.0,-1.0340387241905755
806.0,-0.8773165570281609
807.0,-0.8482408666808716
808.0,-0.5155474155300714
809.0,-0.774563639699652
810.0,-1.3489251673414504
811.0,-0.5642158908867968
812.0,-0.9617734009833486
813.0,-1.3582820941991027
814.0,-0.9995182058800086
815.0,-1.1996720925312927
816.0,-0.4415356320413878
817.0,-0.9658499756758177
818.0,-1.0803920988001035
819.0,-0.8841986028282549
820.0,-0.8323981019589528
821.0,-1.2313317658847458
822.0,-1.28680951500413
823.0,-0.6595805459436439
824.0,-1.402526467388904
825.0,-0.8878285061935052
826.0,-0.4262445676028135
827.0,-0.9217603473087207
828.0,-0.622771069180972
829.0,-1.018627828210008
830.0,-1.216481736822451
831.0,-1.1776923622837356
832.0,-0.8014837920087383
833.0,-0.9820966778596975
834.0,-0.9395285512180023
835.0,-0.6896817575530811
836.0,-1.168578323153496
837.0,-0.6444435717507587
838.0,-1.4796689172908
839.0,-1.115003595542622
840.0,-0.7580964835354437
841.0,-1.043664000640528
842.0,-1.0126271266684583
843.0,-0.8552043752406441
844.0,-1.527706337401419
845.0,-1.2639747210682215
846.0,-1.101844776161908
847.0,-1.0068471613211105
848.0,-1.0510107218404912
849.0,-1.1003942610035318
850.0,-0.9250883199544948
851.0,-0.5347908208436063
852.0,-1.0573398872608997
853.0,-1.2190822996276502
854.0,-1.03414346747336
855.0,-1.2055868075360898
856.0,-0.7226747475987463
857.0,-0.9033732806094608
858.0,-1.1599160874393055
859.0,-0.8931622799281992
860.0,-0.9505096179725067
861.0,-1.4090117018426853
862.0,-1.0363434438131964
863.0,-1.1392558179823
864.0,-1.1540740048895173
865.0,-0.8996389344391946
866.0,-1.0373219488392704
867.0,-0.31081145847458636
868.0,-1.3720913969553084
869.0,-1.28147466811234
870.0,-1.0599036579333623
871.0,-1.0152469155619421
872.0,-0.7815955865164709
873.0,-1.0770108039637951
874.0,-0.7921054903929245
875.0,-0.8426356062399157
876.0,-1.115078220532489
877.0,-0.9553769585680796
878.0,-1.041525118630612
879.0,-0.8989026651590911
880.0,-0.67143202760895
881.0,-1.0209513719942902
882.0,-1.6221685237388936
883.0,-0.5609741513781579
884.0,-1.0402879421444122
885.0,-1.069487471978917
886.0,-0.9108287288360426
887.0,-0.9214039461799675
888.0,-0.8465381853597398
889.0,-0.9312456887918604
890.0,-0.8224243648120615
891.0,-0.9604665033438466
892.0,-1.0230850864262464
893.0,-1.3520498645463765
894.0,-0.9443769202831289
895.0,-1.1541777771815687
896.0,-1.258809606624471
897.0,-0.7901941813005594
898.0,-1.0707927900420018
899.0,-0.8022955379941792
900.0,-0.968945009454806
901.0,-1.0896144974402124
902.0,-0.5952108220063554
903.0,-1.2372933993902373
904.0,-0.943692764463879
905.0,-1.0630937532125762
906.0,-1.1984051080491356
907.0,-1.3559036294691498
908.0,-0.5572528009997137
909.0,-0.5379753374114375
910.0,-1.1680970689640615
911.0,-0.9443178837848746
912.0,-1.100355879444589
913.0,-1.3336442310164967
914.0,-0.8597208118536499
915.0,-1.2865198101613546
916.0,-1.088092047178129
917.0,-1.0275903034614393
918.0,-0.8155309246468762
919.0,-0.787150048503616
920.0,-1.429074382050178
921.0,-1.0031853019843238
922.0,-0.6681655232284536
923.0,-1.009639084991683
924.0,-0.9702852560529694
925.0,-1.1204750720676013
926.0,-1.0479759272394276
927.0,-0.8905398562504263
928.0,-1.0104770269446401
929.0,-0.5681268096818414
930.0,-1.027043310171653
931.0,-1.1327236484553844
932.0,-1.2288233752708024
933.0,-1.0281479111056746
934.0,-0.7946288570195748
935.0,-1.0423496755540984
936.0,-1.2712395350611239
937.0,-0.9176598163432914
938.0,-1.0156188671676647
939.0,-1.0871096881895959
940.0,-0.705906385401535
941.0,-1.0526387833198116
942.0,-0.6098048499059344
943.0,-0.6132862828942777
944.0,-0.6195264384711744
945.0,-1.238655172375866
946.0,-0.9049176432062461
947.0,-0.9868311327970838
948.0,-0.7020696906993349
949.0,-0.9228102319890841
950.0,-0.6013534782396464
951.0,-1.1320926625749952
952.0,-0.679848793498702
953.0,-0.49600800179552285
954.0,-1.1741643485881175
955.0,-0.961628396623144
956.0,-1.2013587823464906
957.0,-0.6965161054662992
958.0,-0.8471396431002872
959.0,-1.157869254961551
960.0,-0.6683644330042162
961.0,-0.8800482153409885
962.0,-0.8866038141769023
963.0,-1.0483318163551556
964.0,-0.8837150212462075
965.0,-1.0040562968791904
966.0,-0.79330689015849
967.0,-0.7725828597382178
968.0,-0.9298774487844774
969.0,-0.9127185949884237
970.0,-1.1533294743591045
971.0,-1.135867339671137
972.0,-0.48818442784396565
973.0,-1.1500188802296585
974.0,-0.6678600126258638
975.0,-1.086453505688046
976.0,-0.9605965154630176
977.0,-1.1577211789352213
978.0,-0.721761124165822
979.0,-0.7885947898717269
980.0,-0.7107634069565509
981.0,-1.0510263152720452
982.0,-1.2312408179410357
983.0,-1.2885556631552093
984.0,-0.7492875297917478
985.0,-1.1734642368277886
986.0,-1.42927079258934
987.0,-1.0663135206397962
988.0,-0.9173369257562703
989.0,-1.1088369442954076
990.0,-1.3757557413932728
991.0,-1.0599332290179049
992.0,-0.693466206223775
993.0,-1.0820664881776967
994.0,-0.777152533390492
995.0,-0.7754930517406855
996.0,-0.9158973204318057
997.0,-1.1440451907452958
998.0,-1.4913071477204387
999.0,-0.5629204884073937
1000.0,-0.8799048130421403
1001.0,-0.9265691932882432
1002.0,-1.4423549031874325
1003.0,-1.1136773962171747
1004.0,-1.0471476857661255
1005.0,-0.7319151544891511
1006.0,-0.8073381968347492
1007.0,-1.0498300407996777
1008.0,-1.2103991767884312
1009.0,-0.955014823478757
1010.0,-1.3115775210900043
